12;30/03/2017;DigiCash;70;Robert;Everling;"Cabo Verde";4;188;Churros;10;"Desserts and sweets"
12;30/03/2017;DigiCash;70;Robert;Everling;"Cabo Verde";5;208;"Paletas, popsicles (or ice lollies)";10;"Desserts and sweets"
12;30/03/2017;DigiCash;70;Robert;Everling;"Cabo Verde";5;219;"Rosca de reyes";10;"Desserts and sweets"
12;30/03/2017;DigiCash;70;Robert;Everling;"Cabo Verde";5;224;Chamoyada;11;"Non-alcoholic beverages"
12;30/03/2017;DigiCash;70;Robert;Everling;"Cabo Verde";5;243;Colonche;12;"Alcoholic beverages"
13;07/03/2017;Paypal;1;Victor;Abens;Eritrea;5;42;Menudo;1;"Antojitos (street food)"
14;10/08/2017;Visa;183;Jean;Mersch-Wittenauer;Suriname;4;76;Tripas;1;"Antojitos (street food)"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";4;3;Burrito;1;"Antojitos (street food)"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";5;63;Sincronizadas;1;"Antojitos (street food)"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";3;79;"Caldo de queso";2;"Cheese dishes"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";4;112;Barbacoa;5;"Poultry dishes"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";3;139;Aguachile;7;"Rice dishes"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";2;159;"Sopa de nueces, walnut soup";8;"Soups and stews"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";2;169;"Frijoles negros (black beans)";9;"Vegetable dishes"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";4;178;"Arroz con leche, rice pudding";10;"Desserts and sweets"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";4;227;Chocolate;11;"Non-alcoholic beverages"
15;02/10/2017;MasterCard;280;Nicolas;Wellenstein;"Moldova, Republic of";5;240;Tejate;11;"Non-alcoholic beverages"
16;26/10/2017;DigiCash;199;Joseph;Palgen;Seychelles;5;121;Salsa;6;"Moles, sauces, dips and spreads"
17;04/10/2017;Paypal;142;Pierre;Kirsch;"United Kingdom";1;115;Chamoy;6;"Moles, sauces, dips and spreads"
17;04/10/2017;Paypal;142;Pierre;Kirsch;"United Kingdom";2;144;"caldo de pollo, chicken soup";8;"Soups and stews"
17;04/10/2017;Paypal;142;Pierre;Kirsch;"United Kingdom";5;156;"Sopa Azteca";8;"Soups and stews"
17;04/10/2017;Paypal;142;Pierre;Kirsch;"United Kingdom";2;176;Alfajor;10;"Desserts and sweets"
17;04/10/2017;Paypal;142;Pierre;Kirsch;"United Kingdom";5;190;"Cochinito de Piloncillo";10;"Desserts and sweets"
18;14/03/2017;Visa;170;Lucien;Lux;"Virgin Islands, U.S.";5;107;Barbacoa;5;"Poultry dishes"
18;14/03/2017;Visa;170;Lucien;Lux;"Virgin Islands, U.S.";1;233;Licuado;11;"Non-alcoholic beverages"
19;26/06/2017;MasterCard;124;François-Joseph;Hoferlin;"United Arab Emirates";5;74;Tostadas;1;"Antojitos (street food)"
19;26/06/2017;MasterCard;124;François-Joseph;Hoferlin;"United Arab Emirates";2;236;"Mexican tea culture";11;"Non-alcoholic beverages"
19;26/06/2017;MasterCard;124;François-Joseph;Hoferlin;"United Arab Emirates";1;250;Tepache;12;"Alcoholic beverages"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";4;24;Entomatadas;1;"Antojitos (street food)"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";5;42;Menudo;1;"Antojitos (street food)"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";3;72;Tortas (sandwiches);1;"Antojitos (street food)"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";1;89;"Carne asada, grilled beef";4;"Meat dishes"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";4;122;"Salsa chipotle";6;"Moles, sauces, dips and spreads"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";5;152;Fideos (noodles);8;"Soups and stews"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";1;230;Jarritos (drink);11;"Non-alcoholic beverages"
20;20/05/2017;DigiCash;6;Jean;Asselborn;"United States Minor Outlying Islands";3;239;Tamarindo;11;"Non-alcoholic beverages"
21;12/10/2017;Paypal;70;Robert;Everling;"Cabo Verde";1;162;"Sopa de tortilla (tortilla soup)";8;"Soups and stews"
21;12/10/2017;Paypal;70;Robert;Everling;"Cabo Verde";5;174;"Pico de gallo";9;"Vegetable dishes"
21;12/10/2017;Paypal;70;Robert;Everling;"Cabo Verde";4;203;Jarritos;10;"Desserts and sweets"
22;25/08/2017;Visa;1;Victor;Abens;Eritrea;4;111;"Queso de Puerco";5;"Poultry dishes"
22;25/08/2017;Visa;1;Victor;Abens;Eritrea;5;152;Fideos (noodles);8;"Soups and stews"
22;25/08/2017;Visa;1;Victor;Abens;Eritrea;4;163;"Sopa tarasca";8;"Soups and stews"
22;25/08/2017;Visa;1;Victor;Abens;Eritrea;5;193;"Dulce de leche";10;"Desserts and sweets"
22;25/08/2017;Visa;1;Victor;Abens;Eritrea;5;226;"Chia Fresca";11;"Non-alcoholic beverages"
23;08/05/2017;MasterCard;183;Jean;Mersch-Wittenauer;Suriname;1;29;Fritada;1;"Antojitos (street food)"
23;08/05/2017;MasterCard;183;Jean;Mersch-Wittenauer;Suriname;1;47;Molotes;1;"Antojitos (street food)"
23;08/05/2017;MasterCard;183;Jean;Mersch-Wittenauer;Suriname;1;67;"Taco al pastor";1;"Antojitos (street food)"
23;08/05/2017;MasterCard;183;Jean;Mersch-Wittenauer;Suriname;1;158;"Sopa de lima, from Yucatán";8;"Soups and stews"
23;08/05/2017;MasterCard;183;Jean;Mersch-Wittenauer;Suriname;5;181;Cajeta;10;"Desserts and sweets"
23;08/05/2017;MasterCard;183;Jean;Mersch-Wittenauer;Suriname;1;244;"Mexican wine";12;"Alcoholic beverages"
24;17/11/2017;DigiCash;280;Nicolas;Wellenstein;"Moldova, Republic of";1;1;Aguachile;1;"Antojitos (street food)"
24;17/11/2017;DigiCash;280;Nicolas;Wellenstein;"Moldova, Republic of";4;79;"Caldo de queso";2;"Cheese dishes"
24;17/11/2017;DigiCash;280;Nicolas;Wellenstein;"Moldova, Republic of";1;111;"Queso de Puerco";5;"Poultry dishes"
24;17/11/2017;DigiCash;280;Nicolas;Wellenstein;"Moldova, Republic of";4;250;Tepache;12;"Alcoholic beverages"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;1;18;Corunda;1;"Antojitos (street food)"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;4;31;Gringas;1;"Antojitos (street food)"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;5;50;Pambazos;1;"Antojitos (street food)"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;5;168;"Frijoles pintos (pinto beans)";9;"Vegetable dishes"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;3;192;"Crepas de cajeta";10;"Desserts and sweets"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;5;197;Gelatina;10;"Desserts and sweets"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;4;214;"Pastel de tres leches (Three Milk Cake)";10;"Desserts and sweets"
25;07/10/2017;Paypal;199;Joseph;Palgen;Seychelles;4;218;Polvorón;10;"Desserts and sweets"
26;07/11/2017;Visa;142;Pierre;Kirsch;"United Kingdom";5;106;"Ancas de Rana";5;"Poultry dishes"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";1;7;Chalupa;1;"Antojitos (street food)"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";3;20;Elote;1;"Antojitos (street food)"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";4;97;Chilorio;4;"Meat dishes"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";3;146;"caldo de queso, cheese soup";8;"Soups and stews"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";1;152;Fideos (noodles);8;"Soups and stews"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";2;153;Menudo;8;"Soups and stews"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";2;167;Frijoles;9;"Vegetable dishes"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";3;170;"Frijoles charros";9;"Vegetable dishes"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";4;192;"Crepas de cajeta";10;"Desserts and sweets"
27;16/02/2017;MasterCard;170;Lucien;Lux;"Virgin Islands, U.S.";3;229;"Jamaica (drink)";11;"Non-alcoholic beverages"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";1;18;Corunda;1;"Antojitos (street food)"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";5;20;Elote;1;"Antojitos (street food)"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";3;66;Tacos;1;"Antojitos (street food)"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";5;81;"Queso flameado";2;"Cheese dishes"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";2;85;"Huevos rancheros";3;"Egg dishes"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";4;91;"Carne a la tampiqueña";4;"Meat dishes"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";5;157;"Sopa de fideo";8;"Soups and stews"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";1;160;"Sopa de pescado siete mares";8;"Soups and stews"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";2;217;"Plátano frito";10;"Desserts and sweets"
28;05/08/2017;DigiCash;124;François-Joseph;Hoferlin;"United Arab Emirates";2;224;Chamoyada;11;"Non-alcoholic beverages"
29;24/01/2017;Paypal;6;Jean;Asselborn;"United States Minor Outlying Islands";3;67;"Taco al pastor";1;"Antojitos (street food)"
29;24/01/2017;Paypal;6;Jean;Asselborn;"United States Minor Outlying Islands";2;93;Milanesas;4;"Meat dishes"
29;24/01/2017;Paypal;6;Jean;Asselborn;"United States Minor Outlying Islands";1;250;Tepache;12;"Alcoholic beverages"
30;08/09/2017;Visa;70;Robert;Everling;"Cabo Verde";2;28;"Frijoles charros";1;"Antojitos (street food)"
30;08/09/2017;Visa;70;Robert;Everling;"Cabo Verde";1;206;Nicuatole;10;"Desserts and sweets"
31;29/08/2017;MasterCard;1;Victor;Abens;Eritrea;1;61;Salbutes;1;"Antojitos (street food)"
31;29/08/2017;MasterCard;1;Victor;Abens;Eritrea;2;85;"Huevos rancheros";3;"Egg dishes"
31;29/08/2017;MasterCard;1;Victor;Abens;Eritrea;2;108;Birria;5;"Poultry dishes"
32;10/12/2017;DigiCash;183;Jean;Mersch-Wittenauer;Suriname;2;205;"Mazapán de Cacahuate";10;"Desserts and sweets"
32;10/12/2017;DigiCash;183;Jean;Mersch-Wittenauer;Suriname;3;228;Horchata;11;"Non-alcoholic beverages"
33;23/08/2017;Paypal;280;Nicolas;Wellenstein;"Moldova, Republic of";1;23;"Ensalada de fruta (fruit salad)";1;"Antojitos (street food)"
33;23/08/2017;Paypal;280;Nicolas;Wellenstein;"Moldova, Republic of";4;36;Lengua;1;"Antojitos (street food)"
33;23/08/2017;Paypal;280;Nicolas;Wellenstein;"Moldova, Republic of";4;102;"Pollo Encacahuatado";5;"Poultry dishes"
33;23/08/2017;Paypal;280;Nicolas;Wellenstein;"Moldova, Republic of";3;191;Coyotas;10;"Desserts and sweets"
33;23/08/2017;Paypal;280;Nicolas;Wellenstein;"Moldova, Republic of";4;240;Tejate;11;"Non-alcoholic beverages"
33;23/08/2017;Paypal;280;Nicolas;Wellenstein;"Moldova, Republic of";2;251;Tequila;12;"Alcoholic beverages"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;5;5;Cemitas sandwiches;1;"Antojitos (street food)"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;3;8;Chapulines and escamoles;1;"Antojitos (street food)"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;1;84;"Huevos motuleños";3;"Egg dishes"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;4;108;Birria;5;"Poultry dishes"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;2;124;"Guacamole with tortilla chips";6;"Moles, sauces, dips and spreads"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;3;137;Morisqueta;7;"Rice dishes"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;1;147;"caldo de camaron shrimp soup";8;"Soups and stews"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;1;169;"Frijoles negros (black beans)";9;"Vegetable dishes"
34;05/10/2017;Visa;199;Joseph;Palgen;Seychelles;4;242;"Cerveza, Mexican beers such as Sol and Corona";12;"Alcoholic beverages"
35;23/02/2017;MasterCard;142;Pierre;Kirsch;"United Kingdom";2;26;"Filete de pescado";1;"Antojitos (street food)"
36;10/09/2017;DigiCash;170;Lucien;Lux;"Virgin Islands, U.S.";4;38;Longaniza;1;"Antojitos (street food)"
36;10/09/2017;DigiCash;170;Lucien;Lux;"Virgin Islands, U.S.";1;40;"Mancha manteles";1;"Antojitos (street food)"
36;10/09/2017;DigiCash;170;Lucien;Lux;"Virgin Islands, U.S.";1;153;Menudo;8;"Soups and stews"
37;21/01/2017;Paypal;124;François-Joseph;Hoferlin;"United Arab Emirates";4;74;Tostadas;1;"Antojitos (street food)"
37;21/01/2017;Paypal;124;François-Joseph;Hoferlin;"United Arab Emirates";3;193;"Dulce de leche";10;"Desserts and sweets"
37;21/01/2017;Paypal;124;François-Joseph;Hoferlin;"United Arab Emirates";4;200;"Ice cream (nieves and helados)";10;"Desserts and sweets"
38;25/03/2017;Visa;6;Jean;Asselborn;"United States Minor Outlying Islands";4;35;Jocoque;1;"Antojitos (street food)"
38;25/03/2017;Visa;6;Jean;Asselborn;"United States Minor Outlying Islands";4;62;Salsa;1;"Antojitos (street food)"
38;25/03/2017;Visa;6;Jean;Asselborn;"United States Minor Outlying Islands";3;100;"Poc Chuc";4;"Meat dishes"
38;25/03/2017;Visa;6;Jean;Asselborn;"United States Minor Outlying Islands";3;205;"Mazapán de Cacahuate";10;"Desserts and sweets"
38;25/03/2017;Visa;6;Jean;Asselborn;"United States Minor Outlying Islands";2;215;Pepitorias;10;"Desserts and sweets"
39;21/03/2017;MasterCard;70;Robert;Everling;"Cabo Verde";4;92;Cecina;4;"Meat dishes"
39;21/03/2017;MasterCard;70;Robert;Everling;"Cabo Verde";3;198;Glorias;10;"Desserts and sweets"
39;21/03/2017;MasterCard;70;Robert;Everling;"Cabo Verde";1;223;"Café de olla, coffee with cinnamon";11;"Non-alcoholic beverages"
39;21/03/2017;MasterCard;70;Robert;Everling;"Cabo Verde";3;235;"Mexican Coke";11;"Non-alcoholic beverages"
40;26/01/2017;DigiCash;1;Victor;Abens;Eritrea;4;49;Nachos;1;"Antojitos (street food)"
41;29/11/2017;Paypal;183;Jean;Mersch-Wittenauer;Suriname;3;203;Jarritos;10;"Desserts and sweets"
42;15/09/2017;Visa;280;Nicolas;Wellenstein;"Moldova, Republic of";5;123;"Salsa verde";6;"Moles, sauces, dips and spreads"
42;15/09/2017;Visa;280;Nicolas;Wellenstein;"Moldova, Republic of";4;163;"Sopa tarasca";8;"Soups and stews"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;4;3;Burrito;1;"Antojitos (street food)"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;4;26;"Filete de pescado";1;"Antojitos (street food)"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;1;39;Machaca;1;"Antojitos (street food)"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;4;40;"Mancha manteles";1;"Antojitos (street food)"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;2;41;Memela;1;"Antojitos (street food)"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;2;42;Menudo;1;"Antojitos (street food)"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;2;89;"Carne asada, grilled beef";4;"Meat dishes"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;2;115;Chamoy;6;"Moles, sauces, dips and spreads"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;2;172;Nopalitos;9;"Vegetable dishes"
43;06/07/2017;MasterCard;199;Joseph;Palgen;Seychelles;2;186;"Chongos zamoranos";10;"Desserts and sweets"
44;19/11/2017;DigiCash;142;Pierre;Kirsch;"United Kingdom";1;31;Gringas;1;"Antojitos (street food)"
44;19/11/2017;DigiCash;142;Pierre;Kirsch;"United Kingdom";5;46;Molletes;1;"Antojitos (street food)"
44;19/11/2017;DigiCash;142;Pierre;Kirsch;"United Kingdom";4;63;Sincronizadas;1;"Antojitos (street food)"
44;19/11/2017;DigiCash;142;Pierre;Kirsch;"United Kingdom";4;116;Guacamole;6;"Moles, sauces, dips and spreads"
44;19/11/2017;DigiCash;142;Pierre;Kirsch;"United Kingdom";1;156;"Sopa Azteca";8;"Soups and stews"
44;19/11/2017;DigiCash;142;Pierre;Kirsch;"United Kingdom";5;233;Licuado;11;"Non-alcoholic beverages"
45;14/02/2017;Paypal;170;Lucien;Lux;"Virgin Islands, U.S.";5;4;"Camote (Mexican sweet potato)";1;"Antojitos (street food)"
45;14/02/2017;Paypal;170;Lucien;Lux;"Virgin Islands, U.S.";1;18;Corunda;1;"Antojitos (street food)"
45;14/02/2017;Paypal;170;Lucien;Lux;"Virgin Islands, U.S.";5;147;"caldo de camaron shrimp soup";8;"Soups and stews"
45;14/02/2017;Paypal;170;Lucien;Lux;"Virgin Islands, U.S.";3;184;"Carlota de limón";10;"Desserts and sweets"
46;19/09/2017;Visa;70;Robert;Everling;"Cabo Verde";1;12;"Chimichangas (Tex-Mex mostly)";1;"Antojitos (street food)"
46;19/09/2017;Visa;70;Robert;Everling;"Cabo Verde";5;16;Cocido;1;"Antojitos (street food)"
46;19/09/2017;Visa;70;Robert;Everling;"Cabo Verde";3;49;Nachos;1;"Antojitos (street food)"
46;19/09/2017;Visa;70;Robert;Everling;"Cabo Verde";3;79;"Caldo de queso";2;"Cheese dishes"
46;19/09/2017;Visa;70;Robert;Everling;"Cabo Verde";4;146;"caldo de queso, cheese soup";8;"Soups and stews"
46;19/09/2017;Visa;70;Robert;Everling;"Cabo Verde";1;185;Champurrado;10;"Desserts and sweets"
