90;03/09/2017;Visa;Raymond;Frisch
91;03/07/2017;MasterCard;Charles;Wirtgen
92;25/02/2017;DigiCash;Michel;Wolter
93;27/11/2017;Paypal;Henri;Rodesch
94;06/02/2017;Visa;Joseph;Relles
95;19/09/2017;MasterCard;Louis;Rech
96;25/04/2017;DigiCash;Jules;Zinnen
97;10/12/2017;Paypal;Joseph;Faber
98;10/02/2017;Visa;Pierre;Even
99;13/04/2017;MasterCard;Hubert;Hilger
100;05/06/2017;DigiCash;Norbert;Konter
101;06/12/2017;Paypal;Rene;Koltz
102;14/10/2017;Visa;Joseph;Faber
103;07/09/2017;MasterCard;Jean-Paul;Schaaf
104;10/02/2017;DigiCash;"Jean Michel";Philippart
105;01/12/2017;Paypal;Dominique-Joseph;Hoferlin
106;07/03/2017;Visa;Georges;Hurt
107;09/07/2017;MasterCard;"Jean Charles";Beving
108;13/01/2017;DigiCash;Fränk;Arndt
109;27/09/2017;Paypal;Albert;Huberty
110;03/12/2017;Visa;Theodore;Boever
111;27/02/2017;MasterCard;Alex;Bodry
112;08/10/2017;DigiCash;Joseph;Servais
113;21/11/2017;Paypal;Pierre;Gansen
114;21/01/2017;Visa;Bonaventure;Dutreux-Boch
115;12/10/2017;MasterCard;Samson;Godchaux
116;13/11/2017;DigiCash;Lucien;Lux
117;26/10/2017;Paypal;Françoise;Hetto
118;05/04/2017;Visa;Pierre;Kirsch
119;26/09/2017;MasterCard;Jean-Marie;Halsdorf
120;14/12/2016;DigiCash;Tilly;Metz
121;17/08/2017;Paypal;Marco;Schank
122;09/10/2017;Visa;Guy;Arendt
123;14/12/2016;MasterCard;"Jean-Pierre David";Heldenstein
124;23/01/2017;DigiCash;Charles;Mathieu
125;03/07/2017;Paypal;Nicolas;Wirtgen
126;05/07/2017;Visa;"Jean Jacques";Faber
127;27/07/2017;MasterCard;Pierre;Kirsch
128;27/12/2016;DigiCash;Paul;Helminger
129;22/10/2017;Paypal;Rene;Putzeys
130;11/06/2017;Visa;Robert;Everling
131;18/08/2017;MasterCard;Joseph;Theis
132;28/08/2017;DigiCash;Florentin;Antony
133;29/03/2017;Paypal;Gustave;Wilhelmy
134;25/02/2017;Visa;Mathias;Greisch
135;03/02/2017;MasterCard;Astrid;Lulling
136;09/12/2017;DigiCash;Samson;Godchaux
137;24/08/2017;Paypal;Alex;Bodry
138;02/12/2017;Visa;Pierre;Becker
139;06/10/2017;MasterCard;Paul;Geimer
140;11/09/2017;DigiCash;Theodore;"de Wacquant"
141;24/04/2017;Paypal;emile;Mousel
142;07/06/2017;Visa;Claude;Bosseler
143;09/11/2017;MasterCard;Rene;Federspiel
144;18/11/2017;DigiCash;Jeannot;Bonifas
145;25/11/2017;Paypal;Mady;Schaffner
146;10/12/2017;Visa;Jean;Schiltz
147;06/07/2017;MasterCard;Raymond;Frisch
148;31/03/2017;DigiCash;Charles;Wirtgen
149;21/04/2017;Paypal;Michel;Wolter
150;04/02/2017;Visa;Henri;Rodesch
151;23/05/2017;MasterCard;Joseph;Relles
152;07/03/2017;DigiCash;Louis;Rech
153;14/04/2017;Paypal;Jules;Zinnen
154;09/07/2017;Visa;Joseph;Faber
155;17/01/2017;MasterCard;Pierre;Even
156;27/09/2017;DigiCash;Hubert;Hilger
157;05/06/2017;Paypal;Norbert;Konter
158;29/10/2017;Visa;Rene;Koltz
159;19/12/2016;MasterCard;Joseph;Faber
160;04/08/2017;DigiCash;Jean-Paul;Schaaf
161;09/01/2017;Paypal;"Jean Michel";Philippart
162;09/08/2017;Visa;Dominique-Joseph;Hoferlin
163;28/12/2016;MasterCard;Georges;Hurt
164;21/03/2017;DigiCash;"Jean Charles";Beving
165;01/05/2017;Paypal;Fränk;Arndt
166;18/06/2017;Visa;Albert;Huberty
167;09/04/2017;MasterCard;Theodore;Boever
168;16/09/2017;DigiCash;Alex;Bodry
169;04/02/2017;Paypal;Joseph;Servais
170;15/08/2017;Visa;Pierre;Gansen
171;30/05/2017;MasterCard;Bonaventure;Dutreux-Boch
172;24/07/2017;DigiCash;Samson;Godchaux
173;06/01/2017;Paypal;Lucien;Lux
174;14/10/2017;Visa;Françoise;Hetto
175;10/03/2017;MasterCard;Pierre;Kirsch
176;01/09/2017;DigiCash;Jean-Marie;Halsdorf
177;15/08/2017;Paypal;Tilly;Metz
178;13/03/2017;Visa;Marco;Schank
179;23/05/2017;MasterCard;Guy;Arendt
180;16/05/2017;DigiCash;"Jean-Pierre David";Heldenstein
181;14/04/2017;Paypal;Charles;Mathieu
182;21/07/2017;Visa;Nicolas;Wirtgen
183;13/09/2017;MasterCard;"Jean Jacques";Faber
184;18/09/2017;DigiCash;Pierre;Kirsch
185;29/01/2017;Paypal;Paul;Helminger
186;03/08/2017;Visa;Rene;Putzeys
187;07/09/2017;MasterCard;Robert;Everling
188;21/04/2017;DigiCash;Joseph;Theis
189;18/02/2017;Paypal;Florentin;Antony
190;01/02/2017;Visa;Gustave;Wilhelmy
191;01/12/2017;MasterCard;Mathias;Greisch
192;05/06/2017;DigiCash;Astrid;Lulling
193;26/11/2017;Paypal;Samson;Godchaux
194;10/01/2017;Visa;Alex;Bodry
195;13/09/2017;MasterCard;Pierre;Becker
196;17/03/2017;DigiCash;Paul;Geimer
197;11/12/2017;Paypal;Theodore;"de Wacquant"
198;14/02/2017;Visa;emile;Mousel
199;18/06/2017;MasterCard;Claude;Bosseler
200;10/08/2017;DigiCash;Rene;Federspiel
201;03/05/2017;Paypal;Jeannot;Bonifas
202;27/12/2016;Visa;Mady;Schaffner
203;10/01/2017;MasterCard;Jean;Schiltz
204;19/11/2017;DigiCash;Raymond;Frisch
205;30/07/2017;Paypal;Charles;Wirtgen
206;02/12/2017;Visa;Michel;Wolter
207;19/04/2017;MasterCard;Henri;Rodesch
208;23/01/2017;DigiCash;Joseph;Relles
209;04/07/2017;Paypal;Louis;Rech
210;01/03/2017;Visa;Jules;Zinnen
211;26/04/2017;MasterCard;Joseph;Faber
212;04/01/2017;DigiCash;Pierre;Even
213;28/10/2017;Paypal;Hubert;Hilger
214;12/01/2017;Visa;Norbert;Konter
215;14/08/2017;MasterCard;Rene;Koltz
216;18/01/2017;DigiCash;Joseph;Faber
217;02/09/2017;Paypal;Jean-Paul;Schaaf
218;20/06/2017;Visa;"Jean Michel";Philippart
219;03/09/2017;MasterCard;Dominique-Joseph;Hoferlin
220;04/06/2017;DigiCash;Georges;Hurt
221;10/05/2017;Paypal;"Jean Charles";Beving
222;29/04/2017;Visa;Fränk;Arndt
223;15/04/2017;MasterCard;Albert;Huberty
224;04/02/2017;DigiCash;Theodore;Boever
225;07/10/2017;Paypal;Alex;Bodry
226;25/08/2017;Visa;Joseph;Servais
227;08/11/2017;MasterCard;Pierre;Gansen
228;24/09/2017;DigiCash;Bonaventure;Dutreux-Boch
229;24/04/2017;Paypal;Samson;Godchaux
230;28/11/2017;Visa;Lucien;Lux
231;13/06/2017;MasterCard;Françoise;Hetto
232;31/05/2017;DigiCash;Pierre;Kirsch
233;20/12/2016;Paypal;Jean-Marie;Halsdorf
234;09/03/2017;Visa;Tilly;Metz
235;22/07/2017;MasterCard;Marco;Schank
236;16/02/2017;DigiCash;Guy;Arendt
237;10/05/2017;Paypal;"Jean Mathias";Foehr
238;29/08/2017;Visa;Johannes-Nepomuk;Haas
239;15/04/2017;MasterCard;Robert;Tudor
240;17/11/2017;DigiCash;Adolphe;Pauly
241;28/07/2017;Paypal;Gustave;Gretsch
242;17/08/2017;Visa;Robert;Everling
243;22/08/2017;MasterCard;François-Julien;Vannerus
244;04/12/2017;DigiCash;Marco;Schank
245;12/08/2017;Paypal;Henry;Cravatte
246;09/05/2017;Visa;Dominique;Stoffel
247;11/12/2017;MasterCard;"Charles Auguste";"de Tornaco"
248;26/08/2017;DigiCash;Georges;Hurt
249;03/08/2017;Paypal;Emile;Eicher
250;17/12/2016;Visa;Joseph;Brebsom
251;03/12/2017;MasterCard;Nicolas;Mathieu
252;14/12/2016;DigiCash;Nicolas;Ludovicy
253;25/08/2017;Paypal;Robert;Everling
254;26/05/2017;Visa;Pascale;Hansen
255;18/07/2017;MasterCard;Ferdinand;Kuhn
256;26/04/2017;DigiCash;Jean-Georges;Pfortzheim
257;12/02/2017;Paypal;Theodore;Boever
258;19/02/2017;Visa;Jean;Winkin
259;25/11/2017;MasterCard;Charles;Simonis
260;25/06/2017;DigiCash;Camille;Weiler
261;05/05/2017;Paypal;Maggy;Nagel
262;22/06/2017;Visa;emile;Mark
263;29/06/2017;MasterCard;Michel;Ewen
264;18/11/2017;DigiCash;Jean;Peusch
265;07/08/2017;Paypal;Fernand;Etgen
266;04/05/2017;Visa;Nicolas;Hout
267;02/02/2017;MasterCard;Lex;Delles
268;06/12/2017;DigiCash;Pierre;Schiltz
269;29/10/2017;Paypal;Niki;Bettendorf
270;20/11/2017;Visa;Ali;Kaes
271;01/12/2017;MasterCard;Jean;Mersch-Wittenauer
272;08/06/2017;DigiCash;Alphonse;Munchen
273;02/12/2017;Paypal;Jean;Fohrmann
274;15/10/2017;Visa;Robert;Gitzinger
275;27/08/2017;MasterCard;Pierre;Claude
276;08/07/2017;DigiCash;Luc;Housse
277;27/08/2017;Paypal;Lydia;Mutsch
278;12/12/2016;Visa;Marie-Josee;Frank
279;15/06/2017;MasterCard;Laurent;Zeimet
280;23/07/2017;DigiCash;Leon;Gloden
281;02/01/2017;Paypal;Joseph;Relles
282;27/09/2017;Visa;Gustave;Elsen
283;05/08/2017;MasterCard;"Ernest Dominique";Laeis
284;24/01/2017;DigiCash;Roger;Lenert
285;26/07/2017;Paypal;Florentin;Antony
286;03/01/2017;Visa;Joseph;Wenkin
287;12/11/2017;MasterCard;Nicolas;Gonner-Nau
288;10/08/2017;DigiCash;François-Joseph;Dargent
289;17/10/2017;Paypal;Will;Hoffmann
290;15/09/2017;Visa;Pierre;Claude
291;29/04/2017;MasterCard;"Jean Mathias";Foehr
292;30/06/2017;DigiCash;Johannes-Nepomuk;Haas
293;31/05/2017;Paypal;Robert;Tudor
294;03/07/2017;Visa;Adolphe;Pauly
295;12/06/2017;MasterCard;Gustave;Gretsch
296;03/03/2017;DigiCash;Robert;Everling
297;05/11/2017;Paypal;François-Julien;Vannerus
298;10/04/2017;Visa;Marco;Schank
299;07/03/2017;MasterCard;Henry;Cravatte
300;16/01/2017;DigiCash;Dominique;Stoffel
301;27/02/2017;Paypal;"Charles Auguste";"de Tornaco"
302;12/12/2016;Visa;Georges;Hurt
303;02/10/2017;MasterCard;Emile;Eicher
304;13/12/2016;DigiCash;Joseph;Brebsom
305;30/10/2017;Paypal;Nicolas;Mathieu
306;06/10/2017;Visa;Nicolas;Ludovicy
307;14/11/2017;MasterCard;Robert;Everling
308;11/06/2017;DigiCash;Pascale;Hansen
309;17/02/2017;Paypal;Ferdinand;Kuhn
310;20/11/2017;Visa;Jean-Georges;Pfortzheim
311;24/11/2017;MasterCard;Theodore;Boever
312;26/03/2017;DigiCash;Jean;Winkin
313;09/06/2017;Paypal;Charles;Simonis
314;26/03/2017;Visa;Camille;Weiler
315;23/12/2016;MasterCard;Maggy;Nagel
316;13/12/2016;DigiCash;emile;Mark
317;21/10/2017;Paypal;Michel;Ewen
318;06/06/2017;Visa;Jean;Peusch
319;25/01/2017;MasterCard;Fernand;Etgen
320;15/05/2017;DigiCash;Nicolas;Hout
321;30/10/2017;Paypal;Lex;Delles
322;13/08/2017;Visa;Pierre;Schiltz
323;04/02/2017;MasterCard;Niki;Bettendorf
324;15/02/2017;DigiCash;Ali;Kaes
325;26/07/2017;Paypal;Jean;Mersch-Wittenauer
326;12/05/2017;Visa;Alphonse;Munchen
327;05/08/2017;MasterCard;Jean;Fohrmann
328;02/11/2017;DigiCash;Robert;Gitzinger
329;23/08/2017;Paypal;Pierre;Claude
330;16/03/2017;Visa;Luc;Housse
331;15/11/2017;MasterCard;Lydia;Mutsch
332;05/12/2017;DigiCash;Marie-Josee;Frank
333;27/06/2017;Paypal;Laurent;Zeimet
334;20/02/2017;Visa;Leon;Gloden
335;10/12/2017;MasterCard;Joseph;Relles
336;12/06/2017;DigiCash;Gustave;Elsen
337;06/06/2017;Paypal;"Ernest Dominique";Laeis
338;06/03/2017;Visa;Roger;Lenert
339;20/07/2017;MasterCard;Florentin;Antony
340;09/04/2017;DigiCash;Joseph;Wenkin
341;28/02/2017;Paypal;Nicolas;Gonner-Nau
342;14/12/2016;Visa;François-Joseph;Dargent
343;11/03/2017;MasterCard;Will;Hoffmann
344;12/06/2017;DigiCash;Pierre;Claude
345;10/07/2017;Paypal;Robert;Tudor
346;29/01/2017;Visa;Will;Hoffmann
347;26/08/2017;MasterCard;Albert;Huberty
348;02/06/2017;DigiCash;Gust;Goerens
349;19/05/2017;Paypal;Maurice;Pescatore
350;10/06/2017;Visa;Toni;Rodesch
351;02/07/2017;MasterCard;Hubert;Hilger
352;25/06/2017;DigiCash;Jean-Pierre;Scholtes
353;20/01/2017;Paypal;Theodore;Boever
354;02/04/2017;Visa;Pierre;Gansen
355;08/05/2017;MasterCard;François-Joseph;Hoferlin
356;12/04/2017;DigiCash;Jeannot;Bonifas
357;06/02/2017;Paypal;Georges;Engel
358;08/03/2017;Visa;Henri;Rodesch
359;16/06/2017;MasterCard;Claude;Bicheler
360;07/06/2017;DigiCash;"Jean Mathias";Foehr
361;05/10/2017;Paypal;Jean;Conzemius
362;28/01/2017;Visa;Marc;Schaefer
363;28/10/2017;MasterCard;Mathias;Lefort
364;27/01/2017;DigiCash;edouard;Juncker
365;01/01/2017;Paypal;Jean;Magnette
366;02/03/2017;Visa;Johannes-Nepomuk;Haas
367;01/04/2017;MasterCard;Henri;Heymanns
368;18/07/2017;DigiCash;Albert;Huberty
369;09/04/2017;Paypal;Nicolas;Hout
370;18/08/2017;Visa;"Charles Auguste";"de Tornaco"
371;17/08/2017;MasterCard;Emile;Eicher
372;12/03/2017;DigiCash;Adolphe;Pauly
373;31/08/2017;Paypal;Jean;Magnette
374;10/11/2017;Visa;Xavier;Bettel
375;16/11/2017;MasterCard;Joseph;Simon
376;27/02/2017;DigiCash;Paul;Helminger
377;02/11/2017;Paypal;Jos;Massard
378;18/10/2017;Visa;"Jean Charles";Beving
379;06/02/2017;MasterCard;John;Lorent
380;09/09/2017;DigiCash;Jean-Pierre;Klein
381;31/12/2016;Paypal;Tom;Jungen
382;07/10/2017;Visa;Tom;Jungen
383;18/02/2017;MasterCard;Mars;"Di Bartolomeo"
384;28/02/2017;DigiCash;Lydie;Polfer
385;10/06/2017;Paypal;Jean-Pierre;Urwald
386;13/06/2017;Visa;Jean;Schiltz
387;25/05/2017;MasterCard;Theodore;"de Wacquant"
388;07/07/2017;DigiCash;Marc;Schaefer
389;25/03/2017;Paypal;Mathias;Lefort
390;22/04/2017;Visa;Jos;Schummer
391;27/09/2017;MasterCard;Gustave;Elsen
392;01/01/2017;DigiCash;Jean;Mersch-Wittenauer
393;05/04/2017;Paypal;François;Heldenstein
394;05/05/2017;Visa;Gustave;Elsen
395;03/10/2017;MasterCard;Maggy;Nagel
396;18/06/2017;DigiCash;Jean-Nicolas;Collart
397;15/06/2017;Paypal;Nicolas;Plein
398;26/06/2017;Visa;Fred;Sunnen
399;15/06/2017;MasterCard;Marc;Eicher
400;30/04/2017;DigiCash;Lex;Delles
401;23/10/2017;Paypal;Jean-Pierre;Brimmeyr
402;05/10/2017;Visa;Guillaume;Ernser
403;27/10/2017;MasterCard;Colette;Flesch
404;25/11/2017;DigiCash;François-Joseph;Hoferlin
405;23/09/2017;Paypal;Joseph;Faber
406;08/11/2017;Visa;Pierre;Pemmers
407;07/01/2017;MasterCard;Barthelemy;Foehr
408;17/04/2017;DigiCash;Dominique;Brasseur
409;06/09/2017;Paypal;Jean-Pierre;Bausch
410;01/07/2017;Visa;Victor;Abens
411;09/07/2017;MasterCard;Pierre;Toussaint
412;10/03/2017;DigiCash;Edmond;"de la Fontaine"
413;10/12/2017;Paypal;Claude;Bosseler
414;10/10/2017;Visa;Victor;Weydert
415;14/03/2017;MasterCard;Gust;Goerens
416;19/01/2017;DigiCash;Jean;Peusch
417;01/01/2017;Paypal;François;Heldenstein
418;10/08/2017;Visa;Jean;Mersch-Wittenauer
419;25/11/2017;MasterCard;Marianne;Brosius-Kolber
420;29/11/2017;DigiCash;"Jean Charles";Beving
421;11/07/2017;Paypal;Charles;Wirtgen
422;11/04/2017;Visa;François;Scheffer
423;06/08/2017;MasterCard;Armand;Spoo
424;22/10/2017;DigiCash;Theophile;Kirsch
425;26/02/2017;Paypal;Erna;Hennicot-Schoepges
426;25/03/2017;Visa;Joseph;Theis
427;04/08/2017;MasterCard;Henri;Kox
428;19/08/2017;DigiCash;Jean;Mersch-Wittenauer
429;24/05/2017;Paypal;emile;Schaaff
430;16/12/2016;Visa;Hubert;Hilger
