52;Gaston;Diderich;g.diderich@gmail.com;15 Rue des Écoles;2238;Abidjan;133;0;05/08/1983
53;Fernand;Diederich;f.diederich@gmail.com;88 Rue de la Gare;6280;Alexandria;82;1;27/08/1987
54;Roger;Diederich;r.diederich@gmail.com;97 Rue de la Mairie;2881;Kolkata;171;1;03/03/1967
55;Jean-Henri;Dondelinger;j.dondelinger@gmail.com;99 Rue Principale;5970;Ankara;153;0;30/01/1989
56;Jean-François;Doutreloux;j.doutreloux@gmail.com;37 Rue du Stade;1100;Surat;177;0;21/10/1942
57;Agnès;Durdu;a.durdu@gmail.com;91 Rue de la Fontaine;1145;Johannesburg;158;0;31/05/1957
58;Bonaventure;Dutreux-Boch;b.dutreux-boch@gmail.com;20 Rue Pasteur;4017;Dar es Salaam;180;1;13/10/1958
59;Theodore;Eberhard;t.eberhard@gmail.com;24 Rue des Jardins;2262;Suzhou;99;1;21/08/1986
60;Emile;Eicher;e.eicher@gmail.com;77 Rue Victor-Hugo;1348;Harbin;33;1;19/09/1944
61;Nicolas;Eickmann;n.eickmann@gmail.com;30 Rue de l Église;5620;Giza;51;0;23/09/1989
62;Felix;Eischen;f.eischen@gmail.com;59 Place de l Église;6893;Zhengzhou;90;1;06/03/1994
63;Gustave;Elsen;g.elsen@gmail.com;77 Grande Rue;8314;Los Angeles;225;0;09/12/1969
64;Joëlle;Elvinger;j.elvinger@gmail.com;90 Rue du Moulin;7734;New Taipei City;54;0;07/02/1948
65;Georges;Engel;g.engel@gmail.com;35 Place de la Mairie;9980;Cape Town;148;1;21/09/1981
66;Guillaume;Ernser;g.ernser@gmail.com;1 Rue du Château;5473;Yokohama;246;1;26/11/1987
67;Marcel;Erpelding;m.erpelding@gmail.com;34 Rue des Écoles;8335;Berlin;28;0;14/03/1993
68;Fernand;Etgen;f.etgen@gmail.com;10 Rue de la Gare;8816;Busan;107;0;24/11/1985
69;Pierre;Even;p.even@gmail.com;46 Rue de la Mairie;9177;Hangzhou;46;0;08/01/1975
70;Robert;Everling;r.everling@gmail.com;79 Rue Principale;1301;Xiamen;38;1;06/11/1968
71;Michel;Ewen;m.ewen@gmail.com;4 Rue du Stade;9080;Quanzhou;40;1;06/10/1959
72;Jean Jacques;Faber;j.faber@gmail.com;7 Rue de la Fontaine;6702;Jeddah;215;1;29/11/1984
73;Jean Joseph Georges;Faber;j.faber@gmail.com;68 Rue Pasteur;4830;Durban;109;0;21/07/1981
74;Joseph;Faber;j.faber@gmail.com;31 Rue des Jardins;4648;Kabul;204;1;21/02/1975
75;Rene;Federspiel;r.federspiel@gmail.com;22 Rue Victor-Hugo;6675;Casablanca;187;0;21/03/1991
76;Alex;Federspil;a.federspil@gmail.com;66 Rue de l Église;4945;Hefei;4;0;12/12/1994
77;Adolphe;Fischer;a.fischer@gmail.com;27 Place de l Église;3164;Pyongyang;27;1;06/05/1977
78;Jules;Fischer;j.fischer@gmail.com;98 Grande Rue;1552;Madrid;7;1;02/08/1954
79;Colette;Flesch;c.flesch@gmail.com;84 Rue du Moulin;4294;Faisalabad;117;0;16/08/1982
80;Barthelemy;Foehr;b.foehr@gmail.com;22 Place de la Mairie;7602;Ekurhuleni;97;0;12/06/1949
81;Jean Mathias;Foehr;j.foehr@gmail.com;63 Rue du Château;8777;Nairobi;151;0;19/09/1979
82;Michel;Fohl;m.fohl@gmail.com;48 Rue des Écoles;4630;Zhongshan;72;1;01/05/1988
83;Jean;Fohrmann;j.fohrmann@gmail.com;69 Rue de la Gare;6751;Pune;160;1;17/05/1969
84;Edmond;de la Fontaine;e.de la fontaine@gmail.com;62 Rue de la Mairie;3988;Addis Ababa;186;1;05/10/1968
85;Marie-Josee;Frank;m.frank@gmail.com;65 Rue Principale;3865;Jaipur;107;0;24/12/1970
86;Raymond;Frisch;r.frisch@gmail.com;38 Rue du Stade;7603;Buenos Aires;118;1;13/01/1946
87;Jean;Gallion;j.gallion@gmail.com;55 Rue de la Fontaine;9902;Wenzhou;177;0;05/12/1983
88;Pierre;Gansen;p.gansen@gmail.com;40 Rue Pasteur;9998;Shanghai;245;0;20/08/1953
89;Marie-Therèse;Gantenbein-Koullen;m.gantenbein-koullen@gmail.com;85 Rue des Jardins;1944;Beijing;57;1;27/07/1979
90;Paul;Geimer;p.geimer@gmail.com;39 Rue Victor-Hugo;9660;Delhi;240;1;13/11/1951
91;Emile;Gerson;e.gerson@gmail.com;0 Rue de l Église;1729;Lagos;156;0;02/02/1950
92;Gaston;Giberyen;g.giberyen@gmail.com;9 Place de l Église;5136;Tianjin;205;0;21/02/1990
93;Camille;Gira;c.gira@gmail.com;94 Grande Rue;4299;Karachi;243;0;13/12/1949
94;Robert;Gitzinger;r.gitzinger@gmail.com;2 Rue du Moulin;4155;Chengdu;8;1;20/08/1972
95;Leon;Gloden;l.gloden@gmail.com;43 Place de la Mairie;3402;Istanbul;197;1;05/10/1942
96;Pierre;Godart;p.godart@gmail.com;38 Rue du Château;3948;Tokyo;20;1;12/09/1975
97;Paul;Godchaux;p.godchaux@gmail.com;93 Rue des Écoles;3326;Guangzhou;88;0;04/07/1971
98;Samson;Godchaux;s.godchaux@gmail.com;32 Rue de la Gare;6482;Mumbai;241;1;01/01/1990
99;Gust;Goerens;g.goerens@gmail.com;20 Rue de la Mairie;4066;Moscow;150;0;08/07/1946
100;Nicolas;Gonner-Nau;n.gonner-nau@gmail.com;37 Rue Principale;7685;São Paulo;117;0;27/07/1970
101;Alphonse;Greisch;a.greisch@gmail.com;17 Rue du Stade;9780;Lahore;51;1;10/03/1964
102;Henri;Greisch;h.greisch@gmail.com;33 Rue de la Fontaine;8812;Shenzhen;41;1;12/03/1988
103;Mathias;Greisch;m.greisch@gmail.com;10 Rue Pasteur;6967;Jakarta;242;0;28/10/1962
104;Gustave;Gretsch;g.gretsch@gmail.com;2 Rue des Jardins;4835;Seoul;220;0;22/10/1983
105;Johannes-Nepomuk;Haas;j.haas@gmail.com;24 Rue Victor-Hugo;4656;Wuhan;25;0;01/12/1976
106;Ady;Hahn;a.hahn@gmail.com;50 Rue de l Église;3813;Kinshasa;216;1;22/05/1994
107;Jean-Marie;Halsdorf;j.halsdorf@gmail.com;4 Place de l Église;2707;Cairo;14;1;09/11/1970
108;Pierre;Hamer;p.hamer@gmail.com;98 Grande Rue;7056;Dhaka;213;1;20/03/1975
109;emile;Hamilius;e.hamilius@gmail.com;38 Rue du Moulin;7256;Mexico City;136;0;11/11/1949
110;Pascale;Hansen;p.hansen@gmail.com;19 Place de la Mairie;1593;London;145;1;06/03/1953
111;Joachim;Heilbrunn;j.heilbrunn@gmail.com;64 Rue du Château;4011;Xi'an;72;0;04/12/1985
112;François;Heldenstein;f.heldenstein@gmail.com;53 Rue des Écoles;5452;Tehran;176;0;11/04/1950
113;Jean-Pierre David;Heldenstein;j.heldenstein@gmail.com;55 Rue de la Gare;6277;Lima;97;1;10/11/1962
114;Paul;Helminger;p.helminger@gmail.com;78 Rue de la Mairie;5996;New York City;57;1;09/07/1982
115;Cecile;Hemmen;c.hemmen@gmail.com;9 Rue Principale;1448;Bengaluru;165;0;17/05/1974
116;Albert;Henkel;a.henkel@gmail.com;42 Rue du Stade;8982;Bangkok;129;0;22/11/1994
117;Erna;Hennicot-Schoepges;e.hennicot-schoepges@gmail.com;35 Rue de la Fontaine;4342;Ho Chi Minh City;116;0;08/06/1995
118;Joseph;Herr;j.herr@gmail.com;24 Rue Pasteur;5108;Dongguan;236;1;07/09/1958
119;Jean-Baptiste;Herveg;j.herveg@gmail.com;3 Rue des Jardins;4727;Chongqing;67;1;20/08/1983
120;Françoise;Hetto;f.hetto@gmail.com;50 Rue Victor-Hugo;6297;Nanjing;97;1;31/01/1969
121;Henri;Heymanns;h.heymanns@gmail.com;55 Rue de l Église;9225;Shenyang;8;0;02/05/1988
122;Hubert;Hilger;h.hilger@gmail.com;39 Place de l Église;6658;Bogotá;181;1;24/03/1971
123;Dominique-Joseph;Hoferlin;d.hoferlin@gmail.com;43 Grande Rue;2113;Ningbo;73;0;04/07/1951
124;François-Joseph;Hoferlin;f.hoferlin@gmail.com;85 Rue du Moulin;5539;Hong Kong;225;0;26/04/1951
125;Eugène;Hoffmann;e.hoffmann@gmail.com;18 Place de la Mairie;6926;Hanoi;175;1;22/02/1956
126;Will;Hoffmann;w.hoffmann@gmail.com;88 Rue du Château;8017;Baghdad;215;1;12/08/1972
127;Luc;Housse;l.housse@gmail.com;47 Rue des Écoles;6947;Changsha;159;0;22/10/1991
128;Nicolas;Hout;n.hout@gmail.com;86 Rue de la Gare;9716;Hyderabad;206;0;09/05/1974
129;Pierre;Houth;p.houth@gmail.com;33 Rue de la Mairie;7181;Chennai;148;0;02/06/1990
130;Albert;Huberty;a.huberty@gmail.com;91 Rue Principale;3891;Rio de Janeiro;21;1;19/11/1956
131;Georges;Hurt;g.hurt@gmail.com;56 Rue du Stade;9606;Foshan;127;1;14/01/1974
132;edouard;Juncker;e.juncker@gmail.com;70 Rue de la Fontaine;8040;Santiago;73;1;29/08/1993
133;Tom;Jungen;t.jungen@gmail.com;2 Rue Pasteur;8495;Riyadh;108;0;25/04/1969
134;Vendelin;Jurion;v.jurion@gmail.com;9 Rue des Jardins;6411;Ahmedabad;44;1;16/11/1963
135;Ali;Kaes;a.kaes@gmail.com;24 Rue Victor-Hugo;8335;Singapore;236;0;15/01/1991
136;Jules;Kauffmann;j.kauffmann@gmail.com;78 Rue de l Église;5781;Shantou;216;0;07/06/1988
137;Chrysostome;Keiffer;c.keiffer@gmail.com;3 Place de l Église;1330;Saint Petersburg;161;1;10/10/1984
138;Dan;Kersch;d.kersch@gmail.com;47 Grande Rue;6277;Yangon;239;1;05/07/1993
139;Mathias;Kesseler;m.kesseler@gmail.com;57 Rue du Moulin;7066;Abidjan;2;0;03/07/1961
140;Joseph;Kill;j.kill@gmail.com;37 Place de la Mairie;3314;Alexandria;4;0;01/10/1973
141;Edouard;Kirsch;e.kirsch@gmail.com;81 Rue du Château;1295;Kolkata;192;0;14/05/1960
142;Pierre;Kirsch;p.kirsch@gmail.com;93 Rue des Écoles;9551;Ankara;235;1;16/03/1941
143;Theophile;Kirsch;t.kirsch@gmail.com;42 Rue de la Gare;7132;Surat;187;1;06/03/1974
144;Adolphe;Klein;a.klein@gmail.com;69 Rue de la Mairie;8430;Johannesburg;129;1;12/07/1989
145;Jean-Pierre;Klein;j.klein@gmail.com;86 Rue Principale;3586;Dar es Salaam;79;0;24/09/1974
146;Nicolas;Klein;n.klein@gmail.com;37 Rue du Stade;1209;Suzhou;2;1;04/09/1985
147;Jean-Nicolas;Klensch;j.klensch@gmail.com;59 Rue de la Fontaine;5821;Harbin;243;0;02/03/1981
148;Jean;Knaff;j.knaff@gmail.com;69 Rue Pasteur;3814;Giza;70;0;01/03/1986
149;Jean-Bernard;Knepper;j.knepper@gmail.com;6 Rue des Jardins;1986;Zhengzhou;133;1;01/12/1987
150;Rene;Koltz;r.koltz@gmail.com;15 Rue Victor-Hugo;4681;Los Angeles;21;1;03/09/1971
151;Fernand;Kons;f.kons@gmail.com;100 Rue de l Église;7513;New Taipei City;77;0;15/02/1943
152;Norbert;Konter;n.konter@gmail.com;98 Place de l Église;1956;Cape Town;4;0;09/09/1980
153;Henri;Kox;h.kox@gmail.com;48 Grande Rue;8901;Yokohama;81;0;16/03/1986
154;Antoine;Krier;a.krier@gmail.com;11 Rue du Moulin;5793;Berlin;79;1;15/04/1965
155;Michel;Krips;m.krips@gmail.com;23 Place de la Mairie;9769;Busan;211;1;30/03/1968
156;Ferdinand;Kuhn;f.kuhn@gmail.com;12 Rue du Château;1906;Hangzhou;15;1;13/08/1957
157;Nicolas Pierre;Kunnen;n.kunnen@gmail.com;66 Rue des Écoles;9036;Xiamen;150;0;01/05/1995
158;Leandre;Lacroix;l.lacroix@gmail.com;62 Rue de la Gare;3607;Quanzhou;226;1;12/03/1944
159;Ernest Dominique;Laeis;e.laeis@gmail.com;6 Rue de la Mairie;8548;Jeddah;227;0;20/10/1960
160;Jean-Pierre;Ledure;j.ledure@gmail.com;22 Rue Principale;3710;Durban;89;0;11/06/1954
161;Mathias;Lefort;m.lefort@gmail.com;9 Rue du Stade;7203;Kabul;158;1;28/02/1966
162;Roger;Lenert;r.lenert@gmail.com;83 Rue de la Fontaine;8080;Casablanca;55;1;29/03/1962
163;Nicolas;Leonardy;n.leonardy@gmail.com;27 Rue Pasteur;9220;Hefei;56;0;06/12/1989
164;Marc;Lies;m.lies@gmail.com;80 Rue des Jardins;6306;Pyongyang;219;0;23/10/1964
165;Guy;Linster;g.linster@gmail.com;0 Rue Victor-Hugo;3837;Madrid;112;0;22/12/1975
166;Nico;Loes;n.loes@gmail.com;85 Rue de l Église;3473;Faisalabad;56;1;19/08/1986
167;John;Lorent;j.lorent@gmail.com;11 Place de l Église;2244;Ekurhuleni;231;1;07/08/1977
168;Nicolas;Ludovicy;n.ludovicy@gmail.com;97 Grande Rue;5889;Nairobi;226;1;28/06/1954
169;Astrid;Lulling;a.lulling@gmail.com;98 Rue du Moulin;3338;Zhongshan;141;0;15/03/1949
170;Lucien;Lux;l.lux@gmail.com;99 Place de la Mairie;7214;Pune;241;1;24/12/1979
171;Jean;Magnette;j.magnette@gmail.com;60 Rue du Château;2109;Addis Ababa;187;0;12/09/1952
172;Michel;Malherbe;m.malherbe@gmail.com;8 Rue des Écoles;3012;Jaipur;74;0;26/08/1948
173;Marc;Eicher;m.eicher@gmail.com;78 Rue de la Gare;9359;Buenos Aires;229;1;06/05/1977
174;Gabriel;de Marie;g.de marie@gmail.com;63 Rue de la Mairie;9997;Wenzhou;45;1;14/07/1961
175;emile;Mark;e.mark@gmail.com;66 Rue Principale;8079;Shanghai;75;0;15/07/1991
176;Jos;Massard;j.massard@gmail.com;46 Rue du Stade;3770;Beijing;105;0;31/05/1975
177;Charles;Mathieu;c.mathieu@gmail.com;29 Rue de la Fontaine;4014;Delhi;68;0;23/01/1982
178;Nicolas;Mathieu;n.mathieu@gmail.com;19 Rue Pasteur;4701;Lagos;15;1;21/02/1989
179;Henri;Mausen;h.mausen@gmail.com;28 Rue des Jardins;9212;Tianjin;21;1;21/07/1975
180;Carlo;Meintz;c.meintz@gmail.com;7 Rue Victor-Hugo;1870;Karachi;202;1;29/08/1970
181;Claude;Meisch;c.meisch@gmail.com;2 Rue de l Église;4217;Chengdu;25;0;08/08/1973
182;Pierre;Mellina;p.mellina@gmail.com;84 Place de l Église;2885;Istanbul;41;1;17/06/1941
183;Jean;Mersch-Wittenauer;j.mersch-wittenauer@gmail.com;21 Grande Rue;6346;Tokyo;213;0;13/05/1945
184;Edy;Mertens;e.mertens@gmail.com;92 Rue du Moulin;6318;Guangzhou;55;0;19/11/1943
185;emile;Metz;e.metz@gmail.com;88 Place de la Mairie;7351;Mumbai;57;1;23/06/1968
186;Tilly;Metz;t.metz@gmail.com;83 Rue du Château;4630;Moscow;123;1;23/08/1964
187;Nicolas;Meyers;n.meyers@gmail.com;75 Rue des Écoles;3684;São Paulo;90;0;25/01/1990
188;Jean-Pierre;Michels;j.michels@gmail.com;92 Rue de la Gare;3096;Lahore;200;0;27/07/1992
189;Georges;Mischo;g.mischo@gmail.com;62 Rue de la Mairie;6149;Shenzhen;185;0;06/11/1966
190;Henri;Motte;h.motte@gmail.com;48 Rue Principale;5564;Jakarta;238;1;08/04/1964
191;emile;Mousel;e.mousel@gmail.com;7 Rue du Stade;2718;Seoul;177;1;28/12/1962
192;Alphonse;Munchen;a.munchen@gmail.com;92 Rue de la Fontaine;2808;Wuhan;13;1;11/05/1970
193;Dominik Constantin;München;d.münchen@gmail.com;46 Rue Pasteur;6718;Kinshasa;202;0;19/12/1954
194;Lydia;Mutsch;l.mutsch@gmail.com;33 Rue des Jardins;4823;Cairo;98;1;24/09/1995
195;Maggy;Nagel;m.nagel@gmail.com;84 Rue Victor-Hugo;1500;Dhaka;50;0;25/05/1943
196;Denis;Netgen;d.netgen@gmail.com;68 Rue de l Église;8935;Mexico City;158;0;27/02/1976
197;Jean-Auguste;Neyen;j.neyen@gmail.com;38 Place de l Église;3013;London;246;1;25/05/1942
198;Valentin;Noesen;v.noesen@gmail.com;29 Grande Rue;2834;Xi'an;198;1;20/08/1990
199;Joseph;Palgen;j.palgen@gmail.com;13 Rue du Moulin;6031;Tehran;200;0;13/08/1946
200;Adolphe;Pauly;a.pauly@gmail.com;72 Place de la Mairie;5352;Lima;216;0;11/06/1969
201;Ferdinand;Pescatore;f.pescatore@gmail.com;59 Rue du Château;3023;New York City;248;0;21/02/1942
202;Pierre;Pemmers;p.pemmers@gmail.com;16 Rue des Écoles;2517;Bengaluru;100;1;06/02/1969
203;Antoine;Pescatore;a.pescatore@gmail.com;94 Rue de la Gare;5944;Bangkok;230;1;30/01/1975
204;Maurice;Pescatore;m.pescatore@gmail.com;48 Rue de la Mairie;5827;Ho Chi Minh City;183;1;30/05/1989
205;Theodore;Pescatore;t.pescatore@gmail.com;25 Rue Principale;2732;Dongguan;72;0;27/11/1961
206;Jean;Peusch;j.peusch@gmail.com;50 Rue du Stade;5968;Chongqing;209;1;06/10/1946
207;Jean-Georges;Pfortzheim;j.pfortzheim@gmail.com;98 Rue de la Fontaine;4494;Nanjing;224;0;08/09/1966
208;Jean Michel;Philippart;j.philippart@gmail.com;2 Rue Pasteur;8612;Shenyang;19;0;19/08/1985
209;Joseph;Philippart;j.philippart@gmail.com;39 Rue des Jardins;2267;Bogotá;60;1;31/10/1959
210;Jean-Pierre;Pierrard;j.pierrard@gmail.com;84 Rue Victor-Hugo;4523;Ningbo;26;1;01/03/1962
211;Nicolas;Plein;n.plein@gmail.com;92 Rue de l Église;7090;Hong Kong;203;0;18/11/1980
212;Camille;Polfer;c.polfer@gmail.com;3 Place de l Église;2277;Hanoi;22;0;05/06/1966
213;Lydie;Polfer;l.polfer@gmail.com;83 Grande Rue;7283;Baghdad;163;0;13/10/1984
214;Victor;Prost;v.prost@gmail.com;83 Rue du Moulin;6952;Changsha;25;1;18/10/1964
215;Felix;Pütz;f.pütz@gmail.com;26 Place de la Mairie;7594;Hyderabad;202;1;29/12/1941
216;Rene;Putzeys;r.putzeys@gmail.com;81 Rue du Château;9519;Chennai;105;1;10/03/1958
217;Louis;Rech;l.rech@gmail.com;16 Rue des Écoles;7190;Rio de Janeiro;179;0;25/06/1973
218;Joseph;Relles;j.relles@gmail.com;83 Rue de la Gare;5346;Foshan;19;1;06/07/1983
219;Henri;Rinnen;h.rinnen@gmail.com;78 Rue de la Mairie;3317;Santiago;45;0;25/09/1943
220;Toni;Rodesch;t.rodesch@gmail.com;92 Rue Principale;2719;Riyadh;192;0;27/06/1966
221;Henri;Rodesch;h.rodesch@gmail.com;84 Rue du Stade;8406;Ahmedabad;138;1;20/04/1947
222;Rob;Roemen;r.roemen@gmail.com;38 Rue de la Fontaine;6235;Singapore;91;1;09/03/1946
223;François;Roeser;f.roeser@gmail.com;40 Rue Pasteur;7859;Shantou;18;0;13/03/1948
224;Roger;Klein;r.klein@gmail.com;75 Rue des Jardins;8888;Saint Petersburg;95;0;22/07/1963
225;Gilles;Roth;g.roth@gmail.com;79 Rue Victor-Hugo;6349;Yangon;48;0;05/02/1964
226;Emile;Salentiny;e.salentiny@gmail.com;73 Rue de l Église;7526;Abidjan;188;1;25/08/1972
227;Lucien;Salentiny;l.salentiny@gmail.com;48 Place de l Église;7979;Alexandria;244;1;07/09/1981
228;Marcel;Sauber;m.sauber@gmail.com;85 Grande Rue;9870;Kolkata;38;1;18/11/1947
229;François;Schaack;f.schaack@gmail.com;12 Rue du Moulin;1817;Ankara;135;0;04/01/1995
230;Jean-Paul;Schaaf;j.schaaf@gmail.com;86 Place de la Mairie;5077;Surat;127;1;04/05/1985
231;emile;Schaaff;e.schaaff@gmail.com;80 Rue du Château;5801;Johannesburg;224;0;07/09/1992
232;Marc;Schaefer;m.schaefer@gmail.com;51 Rue des Écoles;8069;Dar es Salaam;219;0;15/08/1952
233;Mady;Schaffner;m.schaffner@gmail.com;6 Rue de la Gare;3923;Suzhou;204;1;12/07/1994
234;Mathias;Schaffner;m.schaffner@gmail.com;84 Rue de la Mairie;2169;Harbin;202;1;09/03/1983
235;Robert;Schaffner;r.schaffner@gmail.com;47 Rue Principale;3217;Giza;210;0;29/01/1995
236;Marco;Schank;m.schank@gmail.com;80 Rue du Stade;9920;Zhengzhou;184;0;21/05/1990
237;François;Scheffer;f.scheffer@gmail.com;86 Rue de la Fontaine;1775;Los Angeles;108;0;01/04/1963
238;Jos;Scheuer;j.scheuer@gmail.com;21 Rue Pasteur;1053;New Taipei City;13;1;06/07/1982
239;Alphonse;Schiltges;a.schiltges@gmail.com;52 Rue des Jardins;1314;Cape Town;168;1;25/01/1953
240;Jean;Schiltz;j.schiltz@gmail.com;63 Rue Victor-Hugo;7158;Yokohama;166;1;15/08/1987
241;Pierre;Schiltz;p.schiltz@gmail.com;62 Rue de l Église;4893;Berlin;29;0;12/01/1988
242;Jacques;Schmit;j.schmit@gmail.com;45 Place de l Église;9779;Busan;134;1;13/03/1944
243;Jacques;Schmitz;j.schmitz@gmail.com;14 Grande Rue;2964;Hangzhou;65;0;11/04/1958
244;Romain;Schneider;r.schneider@gmail.com;44 Rue du Moulin;8181;Xiamen;142;0;22/02/1941
245;Jean-Pierre;Scholtes;j.scholtes@gmail.com;40 Place de la Mairie;8330;Quanzhou;73;1;07/07/1971
246;Pierre-eloi;Schoue;p.schoue@gmail.com;26 Rue du Château;6617;Jeddah;46;1;24/07/1965
247;Jules;Schreiner;j.schreiner@gmail.com;51 Rue des Écoles;3339;Durban;114;0;31/08/1955
248;Roland;Schreiner;r.schreiner@gmail.com;74 Rue de la Gare;3196;Kabul;6;0;03/08/1994
249;Jos;Schummer;j.schummer@gmail.com;61 Rue de la Mairie;3535;Casablanca;134;0;07/09/1970
250;Emmanuel;Servais;e.servais@gmail.com;76 Rue Principale;6093;Hefei;103;1;09/07/1989
251;Jean-Baptiste;Servais;j.servais@gmail.com;20 Rue du Stade;5096;Pyongyang;152;1;30/01/1959
